状态,终端MAC地址,终端IP地址,关联SSID,关联频段,关联信道,关联微AP名称,关联AP名称,AC名称,位置,AC的IP地址,关联AP的IP地址,账号,终端在线时长(s)
离线,6A-15-05-62-9E-C7,,NCUWLAN,5G,,,东湖南-图书馆-101-C1,NCDX-AC-H3C,无线/东湖南/图书馆,10.1.0.16,210.35.149.125,,0
离线,D2-BC-B6-B1-B2-7D,,NCUWLAN,2.4G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,92-69-6A-F7-69-03,,,2.4G,,,东湖南-基础教学楼-2f-201,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.63,,0
离线,B2-16-DF-E6-BD-E7,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,72-5E-3D-05-FC-64,,NCUWLAN,2.4G,,,前湖北-图书馆-A0903-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.187,,0
离线,92-A5-23-F6-61-C0,10.208.162.131,NCUWLAN,2.4G,11,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,,0
离线,CC-5E-F8-F0-8E-EF,,NCUWLAN,5G,,,青山湖北-软件楼-416-G2,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.79,"960037739105242195,1,1748160511",0
离线,E2-12-6B-A8-EC-7D,10.208.124.222,NCUWLAN,5G,153,,东湖南-后勤楼-1F-102,RUIJIE-AC,无线/东湖南/办公楼,10.1.0.15,10.74.0.25,,0
离线,72-F2-CD-52-4B-19,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,72-70-94-6C-DF-0A,,NCUWLAN,2.4G,,,食品创新研究院-DBF-DQ-537,NDSPXY_AC,无线/前湖北/食品学院,10.1.0.19,10.139.248.68,,0
离线,00-03-AA-CA-EF-E8,10.202.164.92,NCUWLAN,5G,149,,前湖北-23栋-一站式学生服务中心-2,RUIJIE-AC,无线/前湖北/一站式学生服务中心,10.1.0.15,222.204.8.21,,0
离线,12-6D-5F-74-77-7F,10.208.83.124,NCUWLAN,2.4G,6,,东湖北-小学-1F-会议室,RUIJIE-AC,无线/东湖北/小学,10.1.0.15,10.75.128.10,,0
离线,B2-2C-47-38-E5-97,,NCUWLAN,5G,,,前湖北-慧源楼-504A-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.137,,0
离线,C2-DD-D2-1D-BF-EF,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,B2-8E-0B-B0-6A-67,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,32-77-C0-25-15-E8,,NCUWLAN,2.4G,,,前湖北-理科楼-3f-a-04,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.13.99,,0
离线,62-0A-91-D2-D4-9A,,NCUWLAN,5G,,,前湖北-图书馆-310,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.196,,0
离线,DE-BE-14-51-5B-68,,NCUWLAN,5G,,,前湖北-校医院-1f-01,NCDX-AC-H3C,无线/前湖北/校医院,10.1.0.16,10.62.0.244,"262370233238838667,1,1749097088",0
在线,AE-79-DE-87-27-5A,10.202.113.9,NCUWLAN,5G,60,,前湖北-慧源楼-212-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.17,,156313
离线,B2-EC-E6-EA-EB-5C,10.208.4.105,NCUWLAN,5G,153,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,,0
离线,12-22-B5-32-C7-12,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,66-1B-42-D0-F3-56,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,C2-4C-52-DA-97-D7,,NCUWLAN,2.4G,,,前湖北-慧源楼-111-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.14,"749393740360661470,1,1757060684",0
离线,66-3F-35-EE-C1-B1,10.202.104.176,NCUWLAN,5G,153,,前湖北-文法楼-3F-A322,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.1.54,"998302104377750705,1,1747964922",0
离线,D2-0B-64-24-3E-39,10.208.211.95,NCUWLAN,2.4G,6,,东湖南-科技楼-8F-804,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.81,,0
离线,52-54-BA-C4-F0-34,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,CA-C9-AB-5C-D0-49,,NCUWLAN,5G,,,前湖北-慧源楼-425-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.102,"609299257280566171,1,1748492726",0
离线,16-96-3B-3A-2C-7E,,NCUWLAN-TEST,5G,,,青山湖北-软件楼-103-G1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.44,"176910665254979648,1,1744690663",0
离线,62-05-28-B0-CE-6D,,NCUWLAN,5G,,,东湖南-研究生楼-108,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.4,,0
离线,FE-43-8E-DC-CE-1A,,NCUWLAN,5G,,,前湖北-行政楼-1f-03,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.25,"750888428675540949,1,1743672540",0
离线,18-26-49-2D-10-68,10.202.164.132,NCUWLAN,5G,,,前湖北-机电楼-E401-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.130.247,"249819816862186101,1,1748484872",0
离线,62-33-36-CB-E1-09,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,12-E1-1F-CB-00-7F,,,2.4G,,,前湖北-艺术楼-B408,ncu-wlan-local,无线/前湖北/艺术楼,10.1.0.14,10.63.0.28,,0
离线,6A-4F-29-E4-EC-A2,,NCUWLAN-TEST,5G,,,前湖南-第一教学大楼-208-G1,NCDX-AC-H3C,无线/前湖南/第一教学大楼,10.1.0.16,10.157.16.18,"398305361080297730,1,1743039412",0
离线,F2-09-DD-88-F6-EC,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
在线,90-DE-80-63-4A-75,10.210.113.197,NCUWLAN,2.4G,1,,青山湖北-软件楼-409-1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.143,"754759235549800939,2,1758077296",145192
离线,FA-9F-33-0E-01-F7,,,2.4G,,,东湖南-基础教学楼-南院-3F-3002,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.63.0.123,,0
离线,60-E3-2B-F7-5A-D0,,NCUWLAN,5G,,,东湖南-图书馆-101-C2,NCDX-AC-H3C,无线/东湖南/图书馆,10.1.0.16,210.35.150.7,"229678999123206204,1,1752889157",0
离线,F2-29-B6-96-8F-7F,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,00-92-FA-44-79-C8,10.202.69.129,NCUWLAN,2.4G,5,,前湖北-行政楼-5F-XZHYS-2,RUIJIE-AC,无线/前湖北/行政楼,10.1.0.15,10.66.0.240,"805643246594369058,1,1749626210",0
离线,CA-B9-86-DD-E9-94,,,2.4G,,,东湖南-基础教学楼-2f-210,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.14,"570888995571970549,1,1757782653",0
离线,72-A2-AF-58-7E-70,10.202.26.215,NCUWLAN,5G,,,前湖北-机电楼-E605-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.52,,0
离线,60-45-2E-0C-DD-89,,NCUWLAN,5G,,,前湖北-图书馆A0501-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.193,"058574047837597684,1,1741396680",0
离线,12-80-F6-E0-B6-70,,,2.4G,,,东湖南-基础教学楼-2f-210,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.14,"206056061476467625,1,1758013193",0
离线,00-0A-61-ED-CE-E5,,NCUWLAN,5G,,,前湖南-第二教学大楼-108-G2,NCDX-AC-H3C,无线/前湖南/第二教学大楼,10.1.0.16,10.157.16.97,"611577012261754882,1,1739848997",0
离线,FC-94-35-E7-6B-19,10.210.219.198,NCUWLAN,2.4G,1,,青山湖北-一食堂-st01,RUIJIE-AC,,10.1.0.15,10.76.1.201,,0
离线,72-44-F8-87-6A-42,10.208.43.193,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,20-2B-20-A0-BC-EB,,NCUWLAN,2.4G,,,前湖北-艺术楼-a620,NCDX-AC-H3C,无线/前湖北/艺术楼,10.1.0.16,10.62.0.205,"383466620751767177,1,1758039198",0
离线,66-FC-CD-2B-30-83,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,82-53-8D-27-A0-84,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-5FBMDTK-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.156,,0
离线,4E-E9-1C-F7-7E-2A,,NCU-2.4G,2.4G,,,前湖北-理科楼-8f-b-15,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.80.127,,0
离线,E2-31-53-62-90-85,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,5A-A2-AD-C1-5A-63,,NCU-2.4G,2.4G,,,前湖北-前湖图书馆-7f-a0705-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.130,"772649637496759829,1,1747204903",0
在线,22-7E-A4-69-D6-93,10.248.218.53,NCUWLAN,2.4G,149,,前湖南-第二实验楼-420,NCDX-AC-H3C,无线/前湖南/第二实验大楼,10.1.0.16,10.157.16.245,"482812175963321033,1,1758012182",68439
离线,4C-77-CB-43-AC-E7,,NCUWLAN,5G,,,东湖南-继教楼-310B-G4,NCDX-AC-H3C,无线/东湖南/继续教育学院,10.1.0.16,210.35.149.251,"608402885491921078,1,1754393462",0
离线,22-8C-51-38-50-2E,,NCUWLAN,5G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,EE-57-BA-1B-D2-D9,10.202.226.247,NCUWLAN,5G,36,,前湖北-文法楼-1F-A115,RUIJIE-AC,无线/前湖北/文法楼,10.1.0.15,10.63.0.146,"654846627464157806,1,1752937157",0
离线,92-5B-B5-6D-E9-82,10.208.225.55,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,E6-51-07-D1-3C-B9,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,1E-DE-FA-11-BE-7D,,NCU-2.4G,2.4G,,,前湖北-老信息办-2F-PX2,ncu-wlan-master,,10.1.0.13,222.204.69.129,"723576162350245665,1,1756168839",0
在线,82-21-EC-50-A4-0B,10.208.22.160,NCUWLAN,2.4G,6,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,779897
离线,92-53-E8-5C-A8-85,10.208.198.204,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,A2-77-1A-71-35-17,10.202.103.69,NCUWLAN,2.4G,,,前湖北-机电楼-E534-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.148,,0
在线,C2-AF-97-EA-45-1F,10.102.187.79,NCU-2.4G,2.4G,6,,前湖南-博士楼-6f-601,NCDX-AC-H3C,无线/前湖南/博士楼,10.1.0.16,10.137.4.131,,135703
离线,62-50-C9-3F-57-25,,NCUWLAN,5G,,,前湖北-图书馆-A0501-G1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.195,,0
离线,DE-ED-88-02-56-F4,,NCUWLAN,5G,,,青山湖北-软件楼-136-1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.70,,0
离线,02-F4-0F-B9-E4-67,10.202.54.206,NCUWLAN,2.4G,1,,前湖北-行政楼-317,RUIJIE-AC,无线/前湖北/行政楼,10.1.0.15,10.152.6.3,,0
离线,CE-AB-D2-BD-1B-66,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,EA-45-CD-E0-10-DD,,NCUWLAN-TEST,2.4G,,,前湖南-第一教学大楼-1FJMDT-1,NCDX-AC-H3C,无线/前湖南/第一教学大楼,10.1.0.16,10.157.16.146,"847208701143228756,1,1745196408",0
离线,52-31-7D-11-66-7F,10.208.185.45,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,D2-66-C6-53-ED-0F,,NCUWLAN,2.4G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,82-D0-E7-34-0B-55,10.202.117.250,NCUWLAN,2.4G,1,,前湖北-6栋学工楼-J001-Map1,RUIJIE-AC,无线/前湖北/6栋学工楼,10.1.0.15,222.204.95.224,,0
离线,F2-3A-29-3A-F8-2D,10.210.186.135,NCUWLAN,2.4G,1,,青山湖北-一食堂-st02,RUIJIE-AC,无线/青山湖北/一食堂,10.1.0.15,10.76.1.203,,0
离线,AE-D6-87-C0-E5-B0,,NCUWLAN,2.4G,,,LED中心-326,NCDX-AC-H3C,无线/前湖北/LED工程技术研究中心,10.1.0.16,10.159.32.33,"375738717433179333,1,1755221530",0
离线,34-1C-F0-F2-48-EC,,,2.4G,,,前湖北-艺术楼-B224,ncu-wlan-master,无线/前湖北/艺术楼,10.1.0.13,10.63.0.114,,0
离线,42-76-46-A8-48-A0,,,2.4G,,,青山湖北-成教楼-407,ncu-wlan-master,无线/青山湖北/成教楼,10.1.0.13,10.76.127.67,,0
离线,C2-DE-20-7D-EF-7F,,NCUWLAN,5G,,,前湖北-慧源楼-245-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.127,"872680749830619362,1,1749215055",0
离线,32-A9-B2-9A-80-FE,,NCUWLAN,2.4G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,C2-5E-D5-F8-2D-10,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,E0-D0-45-5A-95-A1,,,2.4G,,,前湖北-建工楼-4f-a412,ncu-wlan-master,无线/前湖北/建工楼,10.1.0.13,10.54.47.42,"857675560832958304,1,1750597899",0
离线,12-1F-3A-08-B6-AC,10.202.206.143,NCUWLAN,2.4G,,,前湖北-机电楼-D114-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.130.7,"987344140188104719,1,1749205680",0
离线,24-E9-CA-8D-0F-3C,,NCUWLAN,5G,,,前湖北-图书馆-A0903-C2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.188,"594954066310864276,1,1757941991",0
离线,FE-9B-D3-56-B7-25,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"627435008564799678,1,1744292249",0
离线,E0-0A-F6-AA-1D-0D,10.248.65.15,NCUWLAN,5G,,,前湖南-医创中心-1F-161-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.2.16,"762915343060867582,1,1758039207",0
离线,F8-9E-94-7A-B0-AC,,NCUWLAN,5G,,,前湖北-图书馆-A1301-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.206,"321199498503460452,1,1749888299",0
离线,22-95-3E-A8-6B-91,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,E2-5C-6F-A3-DD-37,10.248.141.245,NCUWLAN,2.4G,,,前湖南-医创中心-5F-549-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.200,,0
离线,44-71-47-14-A1-73,10.210.91.94,NCUWLAN,5G,,,青山湖北-附属中学-高中4F419,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.31,,0
离线,32-FD-C7-64-BB-CC,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,82-3C-EA-85-71-BE,10.208.131.68,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-05,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.21,,0
离线,62-8B-97-37-9E-FF,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,60-A4-34-92-03-F5,,NCUWLAN,5G,,,前湖北-音乐厅-1f-2,NCDX-AC-H3C,无线/前湖北/音乐厅,10.1.0.16,10.183.5.79,"526039111742266539,1,1742548659",0
离线,CA-72-1B-EF-27-79,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"516422960079370474,1,1749441498",0
离线,E2-27-8E-A9-C2-AB,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,9C-2F-9D-A8-9A-61,,NCUWLAN,5G,,,前湖北-慧源楼-107-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.114,"014673912213750708,1,1758032715",0
离线,52-8E-C7-37-E8-AE,,NCUWLAN,2.4G,,,前湖北-bwx-1f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.23,,0
离线,BE-83-41-7A-AE-6C,,NCUWLAN,2.4G,,,LED中心-307,NCDX-AC-H3C,无线/前湖北/LED工程技术研究中心,10.1.0.16,10.159.32.43,,0
离线,32-73-13-36-EB-62,10.208.134.9,NCUWLAN,2.4G,6,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
离线,00-08-22-D4-A8-FB,10.210.145.221,NCUWLAN,2.4G,,,青山湖北-附属中学-高中4F415,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.20,,0
离线,32-36-6C-CF-6F-27,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,26-31-97-1D-A1-BB,,,2.4G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"691786116370772372,1,1758068429",0
离线,52-5F-66-73-00-2A,10.208.93.92,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,F2-54-C9-DE-31-B8,,NCUWLAN,2.4G,,,前湖北-实验楼-a1-2f-01,NCDX-AC-H3C,无线/前湖北/基础实验楼,10.1.0.16,10.50.0.28,,0
离线,82-CC-AA-4C-1E-ED,,NCUWLAN,5G,,,前湖北-慧源楼-301A-G4,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.160,,0
离线,D2-8F-EB-58-9D-66,10.210.108.11,NCUWLAN,5G,,,青山湖北-附属中学-高中4F419,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.31,,0
离线,C2-3D-FD-D7-70-D1,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-327-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.41,,0
离线,2E-31-9D-7C-CB-F8,10.202.208.2,NCUWLAN,2.4G,1,,前湖北-23栋-一站式学生服务中心-1,RUIJIE-AC,无线/前湖北/一站式学生服务中心,10.1.0.15,222.204.8.56,"059190996259686946,1,1756548493",0
离线,B2-67-6B-A2-E6-33,10.208.125.112,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,C2-E0-8B-3F-61-12,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,B6-9F-CE-16-FD-F2,10.202.159.204,NCUWLAN,5G,149,,前湖北-9~10食堂-01,RUIJIE-AC,,10.1.0.15,10.191.0.170,"833100263394691201,1,1747110501",0
离线,3A-96-3F-00-3F-2E,,NCUWLAN,5G,,,前湖北-慧源楼-202A-2,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.9.25,"833396860019580611,1,1755337977",0
离线,D2-7B-D1-D4-18-F1,,,2.4G,,,青山湖北-成教楼-407,ncu-wlan-master,无线/青山湖北/成教楼,10.1.0.13,10.76.127.67,,0
离线,DE-04-02-A7-0B-EB,,NCUWLAN,5G,,,前湖北-慧源楼-102-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.158,"177073871448825101,2,1758077369",0
离线,52-CA-F1-2A-FA-8C,10.208.104.12,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,0E-F8-7B-06-78-D3,10.202.20.147,NCUWLAN,5G,157,,前湖北-研究生楼-1F-113,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.67,,0
离线,CA-07-83-95-E4-B6,,NCUWLAN,2.4G,,,前湖北-理科楼-6f-b-06,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.110.34,,0
离线,80-EA-07-A2-9E-72,,NCUWLAN,2.4G,,,青山湖北-生物质转化中心-4f-03,NCDX-AC-H3C,无线/青山湖北/生物质转化中心,10.1.0.16,10.76.209.48,"968755355039337483,1,1757674015",0
离线,52-FC-7B-F7-24-F1,,,2.4G,,,前湖北-老信息办-2F-PX2,ncu-wlan-master,,10.1.0.13,222.204.69.129,,0
离线,E2-92-4F-0D-28-77,10.210.142.152,NCUWLAN,2.4G,,,青山湖北-附属中学-初中1F111,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.19,,0
离线,E0-2E-0B-06-12-F6,,NCU-2.4G,2.4G,,,前湖北-前湖图书馆-7f-a0701,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.143,"503382735116329048,1,1758041253",0
离线,62-6E-AE-08-61-E9,10.202.207.223,NCUWLAN,2.4G,1,,前湖北-23栋-一站式学生服务中心-2,RUIJIE-AC,无线/前湖北/一站式学生服务中心,10.1.0.15,222.204.8.21,"974090282699944473,1,1745999475",0
离线,02-EE-D8-DD-7B-8E,,NCUWLAN,2.4G,,,前湖北-bwx-1f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.23,,0
离线,A8-3B-76-41-EA-9B,10.248.208.39,NCUWLAN,5G,,,前湖南-医创中心-3F-301-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.1.10,"835288977853237029,1,1758031803",0
离线,BE-E7-F0-8A-E0-1F,,NCUWLAN,5G,,,前湖北-慧源楼-114-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.23,,0
离线,82-1F-3A-8F-F4-8B,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,1C-36-BB-2B-12-7E,,NCUWLAN,5G,,,青山湖北-生物楼-4f-03,NCDX-AC-H3C,无线/青山湖北/生物楼,10.1.0.16,10.76.160.61,"431158982033017664,1,1758070379",0
离线,52-7E-EA-FA-69-58,10.208.59.0,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
在线,7E-49-7F-79-E2-4C,,NCUWLAN,5G,,,前湖北-材料环境楼-C350-3,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.2.9,"080493773834150879,2,1758077937",5732
离线,D2-B4-DE-A1-EB-7D,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,CA-40-66-CE-C7-A0,,NCUWLAN,2.4G,,,前湖南-第二实验楼-113-1-G4,NCDX-AC-H3C,无线/前湖南/第二实验大楼,10.1.0.16,10.157.16.181,"694266490031866226,2,1758077918",0
离线,42-4D-64-25-3C-82,,NCUWLAN,5G,,,东湖南-基础教学楼-5f-02,NCDX-AC-H3C,无线/东湖南/基础教学楼,10.1.0.16,10.81.0.146,,0
离线,9A-A5-B6-48-0A-46,10.202.110.27,NCUWLAN,5G,,,前湖北-机电楼-E612-1,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.130.193,"104949925355064576,1,1758020812",0
在线,6A-60-32-06-AA-BA,10.202.128.81,NCUWLAN,5G,44,,前湖南-第三实验楼-2f-03,NCDX-AC-H3C,无线/前湖南/第三实验大楼,10.1.0.16,10.70.0.17,"577350278524939711,2,1758077698",13277
离线,F2-56-20-A7-0B-76,10.202.12.21,NCUWLAN,5G,60,,前湖北-6栋学工楼-416-Map1,RUIJIE-AC,无线/前湖北/6栋学工楼,10.1.0.15,222.204.93.200,,0
离线,7A-A8-43-E3-98-1C,,,2.4G,,,前湖北-建工楼-1f-a115,ncu-wlan-master,无线/前湖北/建工楼,10.1.0.13,10.54.209.100,,0
离线,46-07-60-B9-FB-E0,,NCUWLAN,5G,,,前湖北-理科楼-6f-b-07,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.226.124,"878185797830245364,1,1750153456",0
离线,A0-D3-65-4C-6A-08,10.202.127.115,NCUWLAN,5G,,,前湖北-环材楼-C619-4口光,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.151.128.7,"946077835044129643,2,1758077659",0
离线,92-10-1B-36-EA-09,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,12-94-E6-7C-35-C4,10.208.85.133,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-05,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.21,,0
离线,7E-BA-1C-E7-01-9D,,NCUWLAN,5G,,,前湖北-慧源楼-507B-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.146,"565733466109032402,1,1757997319",0
离线,5A-BA-74-75-C0-11,10.202.76.102,NCUWLAN,5G,,,前湖北-6栋学工楼-J005-Map1,RUIJIE-AC,无线/前湖北/6栋学工楼,10.1.0.15,222.204.95.226,,0
离线,22-9F-63-CB-2B-1B,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,82-1D-90-B7-2C-E3,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
